,album_title,track_specific_info,version_ids,has_track_specific_info_in_release_credits,title,track_artist,album,labels,release_year,instruments,genre,format,countries_of_release,catalog_numbers,requires_manual_check,id_str,url,position,release_id,duration
34,So Excited!,"Synthesizer [Synthesizer Solo By], Soloist -> tracks: B1 to B3, Synthesizer -> tracks: A1, A4, B2","16120839, 10154638, 8227857, 2584977, 9946899, 13521684, 3927445, 14170138, 15053083, 413603, 16163748, 15860773, 15462692, 15336615, 22425385, 3524650, 2868907, 7164847, 17551921, 1394609, 8378164, 334272, 9728448, 8061126, 16017480, 734665, 8227915, 4756558, 3433685, 16912854, 12261333, 22248535, 5114971, 6610530, 9256930, 6310373, 14354793, 18091114, 2669931, 5857642, 3097581, 1428089, 5504893",True,See How The Love Goes,Pointer Sisters,So Excited!,Planet (15),1982,"Synthesizer, Synthesizer [Synthesizer Solo By], Soloist","Pop, Funk / Soul, Rock, Electronic",Vinyl,Israel,BXL1-4355,True,See How The Love Goes in So Excited!,https://www.discogs.com/release/16912854-Pointer-Sisters-So-Excited,A2,16912854,4:03
35,Current,"Piano, Soloist -> tracks: B1","8421986, 1666723, 1391110, 2616487, 15456680, 12368874, 5630958, 2415726, 9331026, 492214, 10409622, 2401595, 1970940",True,Find It In Your Heart,Heatwave,Current,Epic,1982,"Piano, Soloist",Funk / Soul,Vinyl,Europe,EPC CX 85812,True,Find It In Your Heart in Current,https://www.discogs.com/release/1391110-Heatwave-Current,B2,1391110,4:38
36,Current,"Piano, Soloist -> tracks: B1","8421986, 1666723, 1391110, 2616487, 15456680, 12368874, 5630958, 2415726, 9331026, 492214, 10409622, 2401595, 1970940",True,Hold On To The One,Heatwave,Current,Epic,1982,"Piano, Soloist",Funk / Soul,Vinyl,Europe,EPC CX 85812,True,Hold On To The One in Current,https://www.discogs.com/release/1391110-Heatwave-Current,B3,1391110,5:58
37,Current,"Piano, Soloist -> tracks: B1","8421986, 1666723, 1391110, 2616487, 15456680, 12368874, 5630958, 2415726, 9331026, 492214, 10409622, 2401595, 1970940",True,Lettin' It Loose,Heatwave,Current,Epic,1982,"Piano, Soloist",Funk / Soul,Vinyl,Europe,EPC CX 85812,True,Lettin' It Loose in Current,https://www.discogs.com/release/1391110-Heatwave-Current,A1,1391110,4:20
38,Current,"Piano, Soloist -> tracks: B1","8421986, 1666723, 1391110, 2616487, 15456680, 12368874, 5630958, 2415726, 9331026, 492214, 10409622, 2401595, 1970940",True,Look After Love,Heatwave,Current,Epic,1982,"Piano, Soloist",Funk / Soul,Vinyl,Europe,EPC CX 85812,True,Look After Love in Current,https://www.discogs.com/release/1391110-Heatwave-Current,A3,1391110,5:33
39,Current,"Piano, Soloist -> tracks: B1","8421986, 1666723, 1391110, 2616487, 15456680, 12368874, 5630958, 2415726, 9331026, 492214, 10409622, 2401595, 1970940",True,Mind What You Find,Heatwave,Current,Epic,1982,"Piano, Soloist",Funk / Soul,Vinyl,Europe,EPC CX 85812,True,Mind What You Find in Current,https://www.discogs.com/release/1391110-Heatwave-Current,B4,1391110,6:14
40,Current,"Piano, Soloist -> tracks: B1","8421986, 1666723, 1391110, 2616487, 15456680, 12368874, 5630958, 2415726, 9331026, 492214, 10409622, 2401595, 1970940",True,Naturally,Heatwave,Current,Epic,1982,"Piano, Soloist",Funk / Soul,Vinyl,Europe,EPC CX 85812,True,Naturally in Current,https://www.discogs.com/release/1391110-Heatwave-Current,A4,1391110,4:34
41,Current,"Piano, Soloist -> tracks: B1","8421986, 1666723, 1391110, 2616487, 15456680, 12368874, 5630958, 2415726, 9331026, 492214, 10409622, 2401595, 1970940",True,State To State,Heatwave,Current,Epic,1982,"Piano, Soloist",Funk / Soul,Vinyl,Europe,EPC CX 85812,True,State To State in Current,https://www.discogs.com/release/1391110-Heatwave-Current,A2,1391110,4:57
42,Current,"Piano, Soloist -> tracks: B1","8421986, 1666723, 1391110, 2616487, 15456680, 12368874, 5630958, 2415726, 9331026, 492214, 10409622, 2401595, 1970940",True,The Big Guns,Heatwave,Current,Epic,1982,"Piano, Soloist",Funk / Soul,Vinyl,Europe,EPC CX 85812,True,The Big Guns in Current,https://www.discogs.com/release/1391110-Heatwave-Current,B1,1391110,5:12
43,Rit/2,Keyboards -> tracks: B4,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,A Fantasy,Lee Ritenour,Rit/2,Elektra,1982,Keyboards,"Pop, Rock, Jazz",Vinyl,Germany,96.0186-1,True,A Fantasy in Rit/2,https://www.discogs.com/release/1024413-Lee-Ritenour-Rit2,A5,1024413,3:10
44,Rit/2,Keyboards -> tracks: B4,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,A Fantasy,Lee Ritenour,Rit/2,Elektra,1982,Keyboards,"Pop, Rock, Jazz",Vinyl,Australia,60186-1,True,A Fantasy in Rit/2,https://www.discogs.com/release/7614021-Lee-Ritenour-Rit2,A5,7614021,3:10
45,Rit/2,Keyboards -> tracks: 9,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,A Fantasy,Lee Ritenour,Rit/2,Discovery Records,1994,Keyboards,"Pop, Rock, Jazz",CD,Germany,1046 71017 2,True,A Fantasy in Rit/2,https://www.discogs.com/release/6464510-Lee-Ritenour-Rit2,5,6464510,3:10
46,Rit/2,Keyboards -> tracks: B4,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,Cross My Heart,Lee Ritenour,Rit/2,Elektra,1982,Keyboards,"Pop, Rock, Jazz",Vinyl,Germany,96.0186-1,True,Cross My Heart in Rit/2,https://www.discogs.com/release/1024413-Lee-Ritenour-Rit2,A1,1024413,3:45
47,Rit/2,Keyboards -> tracks: B4,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,Cross My Heart,Lee Ritenour,Rit/2,Elektra,1982,Keyboards,"Pop, Rock, Jazz",Vinyl,Australia,60186-1,True,Cross My Heart in Rit/2,https://www.discogs.com/release/7614021-Lee-Ritenour-Rit2,A1,7614021,3:45
48,Rit/2,Keyboards -> tracks: 9,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,Cross My Heart,Lee Ritenour,Rit/2,Discovery Records,1994,Keyboards,"Pop, Rock, Jazz",CD,Germany,1046 71017 2,True,Cross My Heart in Rit/2,https://www.discogs.com/release/6464510-Lee-Ritenour-Rit2,1,6464510,3:45
49,Rit/2,Keyboards -> tracks: B4,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,Dreamwalkin' (Along With You),Lee Ritenour,Rit/2,Elektra,1982,Keyboards,"Pop, Rock, Jazz",Vinyl,Germany,96.0186-1,True,Dreamwalkin' (Along With You) in Rit/2,https://www.discogs.com/release/1024413-Lee-Ritenour-Rit2,A3,1024413,4:10
50,Rit/2,Keyboards -> tracks: B4,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,Dreamwalkin' (Along With You),Lee Ritenour,Rit/2,Elektra,1982,Keyboards,"Pop, Rock, Jazz",Vinyl,Australia,60186-1,True,Dreamwalkin' (Along With You) in Rit/2,https://www.discogs.com/release/7614021-Lee-Ritenour-Rit2,A3,7614021,4:10
51,Rit/2,Keyboards -> tracks: 9,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,Dreamwalkin´ (Along With You),Lee Ritenour,Rit/2,Discovery Records,1994,Keyboards,"Pop, Rock, Jazz",CD,Germany,1046 71017 2,True,Dreamwalkin´ (Along With You) in Rit/2,https://www.discogs.com/release/6464510-Lee-Ritenour-Rit2,3,6464510,4:10
52,Rit/2,Keyboards -> tracks: B4,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,Keep It Alive,Lee Ritenour,Rit/2,Elektra,1982,Keyboards,"Pop, Rock, Jazz",Vinyl,Germany,96.0186-1,True,Keep It Alive in Rit/2,https://www.discogs.com/release/1024413-Lee-Ritenour-Rit2,A4,1024413,4:52
53,Rit/2,Keyboards -> tracks: B4,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,Keep It Alive,Lee Ritenour,Rit/2,Elektra,1982,Keyboards,"Pop, Rock, Jazz",Vinyl,Australia,60186-1,True,Keep It Alive in Rit/2,https://www.discogs.com/release/7614021-Lee-Ritenour-Rit2,A4,7614021,4:52
54,Rit/2,Keyboards -> tracks: 9,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,Keep It Alive,Lee Ritenour,Rit/2,Discovery Records,1994,Keyboards,"Pop, Rock, Jazz",CD,Germany,1046 71017 2,True,Keep It Alive in Rit/2,https://www.discogs.com/release/6464510-Lee-Ritenour-Rit2,4,6464510,4:52
55,Rit/2,Keyboards -> tracks: B4,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,Malibu,Lee Ritenour,Rit/2,Elektra,1982,Keyboards,"Pop, Rock, Jazz",Vinyl,Germany,96.0186-1,True,Malibu in Rit/2,https://www.discogs.com/release/1024413-Lee-Ritenour-Rit2,B5,1024413,2:48
56,Rit/2,Keyboards -> tracks: B4,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,Malibu,Lee Ritenour,Rit/2,Elektra,1982,Keyboards,"Pop, Rock, Jazz",Vinyl,Australia,60186-1,True,Malibu in Rit/2,https://www.discogs.com/release/7614021-Lee-Ritenour-Rit2,B5,7614021,2:48
57,Rit/2,Keyboards -> tracks: 9,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,Malibu,Lee Ritenour,Rit/2,Discovery Records,1994,Keyboards,"Pop, Rock, Jazz",CD,Germany,1046 71017 2,True,Malibu in Rit/2,https://www.discogs.com/release/6464510-Lee-Ritenour-Rit2,10,6464510,2:48
58,Rit/2,Keyboards -> tracks: B4,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,On The Boardwalk,Lee Ritenour,Rit/2,Elektra,1982,Keyboards,"Pop, Rock, Jazz",Vinyl,Germany,96.0186-1,True,On The Boardwalk in Rit/2,https://www.discogs.com/release/1024413-Lee-Ritenour-Rit2,B3,1024413,4:11
59,Rit/2,Keyboards -> tracks: B4,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,On The Boardwalk,Lee Ritenour,Rit/2,Elektra,1982,Keyboards,"Pop, Rock, Jazz",Vinyl,Australia,60186-1,True,On The Boardwalk in Rit/2,https://www.discogs.com/release/7614021-Lee-Ritenour-Rit2,B3,7614021,4:11
60,Rit/2,Keyboards -> tracks: 9,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,On The Boardwalk,Lee Ritenour,Rit/2,Discovery Records,1994,Keyboards,"Pop, Rock, Jazz",CD,Germany,1046 71017 2,True,On The Boardwalk in Rit/2,https://www.discogs.com/release/6464510-Lee-Ritenour-Rit2,8,6464510,4:11
61,Rit/2,Keyboards -> tracks: B4,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,"Promises, Promises",Lee Ritenour,Rit/2,Elektra,1982,Keyboards,"Pop, Rock, Jazz",Vinyl,Germany,96.0186-1,True,"Promises, Promises in Rit/2",https://www.discogs.com/release/1024413-Lee-Ritenour-Rit2,A2,1024413,4:03
62,Rit/2,Keyboards -> tracks: B4,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,"Promises, Promises",Lee Ritenour,Rit/2,Elektra,1982,Keyboards,"Pop, Rock, Jazz",Vinyl,Australia,60186-1,True,"Promises, Promises in Rit/2",https://www.discogs.com/release/7614021-Lee-Ritenour-Rit2,A2,7614021,4:03
63,Rit/2,Keyboards -> tracks: 9,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,"Promises, Promises",Lee Ritenour,Rit/2,Discovery Records,1994,Keyboards,"Pop, Rock, Jazz",CD,Germany,1046 71017 2,True,"Promises, Promises in Rit/2",https://www.discogs.com/release/6464510-Lee-Ritenour-Rit2,2,6464510,4:03
64,Rit/2,Keyboards -> tracks: B4,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,Road Runner,Lee Ritenour,Rit/2,Elektra,1982,Keyboards,"Pop, Rock, Jazz",Vinyl,Germany,96.0186-1,True,Road Runner in Rit/2,https://www.discogs.com/release/1024413-Lee-Ritenour-Rit2,B4,1024413,3:44
65,Rit/2,Keyboards -> tracks: B4,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,Road Runner,Lee Ritenour,Rit/2,Elektra,1982,Keyboards,"Pop, Rock, Jazz",Vinyl,Australia,60186-1,True,Road Runner in Rit/2,https://www.discogs.com/release/7614021-Lee-Ritenour-Rit2,B4,7614021,3:44
66,Rit/2,Keyboards -> tracks: 9,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,Road Runner,Lee Ritenour,Rit/2,Discovery Records,1994,Keyboards,"Pop, Rock, Jazz",CD,Germany,1046 71017 2,True,Road Runner in Rit/2,https://www.discogs.com/release/6464510-Lee-Ritenour-Rit2,9,6464510,3:44
67,Rit/2,Keyboards -> tracks: B4,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,Tied Up,Lee Ritenour,Rit/2,Elektra,1982,Keyboards,"Pop, Rock, Jazz",Vinyl,Germany,96.0186-1,True,Tied Up in Rit/2,https://www.discogs.com/release/1024413-Lee-Ritenour-Rit2,B1,1024413,4:54
68,Rit/2,Keyboards -> tracks: B4,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,Tied Up,Lee Ritenour,Rit/2,Elektra,1982,Keyboards,"Pop, Rock, Jazz",Vinyl,Australia,60186-1,True,Tied Up in Rit/2,https://www.discogs.com/release/7614021-Lee-Ritenour-Rit2,B1,7614021,4:54
69,Rit/2,Keyboards -> tracks: 9,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,Tied Up,Lee Ritenour,Rit/2,Discovery Records,1994,Keyboards,"Pop, Rock, Jazz",CD,Germany,1046 71017 2,True,Tied Up in Rit/2,https://www.discogs.com/release/6464510-Lee-Ritenour-Rit2,6,6464510,4:54
70,Rit/2,Keyboards -> tracks: B4,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,Voices,Lee Ritenour,Rit/2,Elektra,1982,Keyboards,"Pop, Rock, Jazz",Vinyl,Germany,96.0186-1,True,Voices in Rit/2,https://www.discogs.com/release/1024413-Lee-Ritenour-Rit2,B2,1024413,4:22
71,Rit/2,Keyboards -> tracks: B4,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,Voices,Lee Ritenour,Rit/2,Elektra,1982,Keyboards,"Pop, Rock, Jazz",Vinyl,Australia,60186-1,True,Voices in Rit/2,https://www.discogs.com/release/7614021-Lee-Ritenour-Rit2,B2,7614021,4:22
72,Rit/2,Keyboards -> tracks: 9,"6635919, 7426577, 19708957, 5172254, 1024413, 10443168, 6116524, 9309362, 7337536, 13754561, 5185858, 7614021, 3816399, 16024667, 6794844, 6296029, 8753630, 1576163, 6807530, 7866232, 15998203, 6464510",True,Voices,Lee Ritenour,Rit/2,Discovery Records,1994,Keyboards,"Pop, Rock, Jazz",CD,Germany,1046 71017 2,True,Voices in Rit/2,https://www.discogs.com/release/6464510-Lee-Ritenour-Rit2,7,6464510,4:22
73,Doin' Alright,,"1766138, 5817618, 712206, 5206542",False,Can't Live Without Your Love,O'Bryan,Doin' Alright,Capitol Records,1982,Piano [Acoustic],Funk / Soul,Vinyl,France,"2C 068-400071, 2C 068-400.071",False,Can't Live Without Your Love in Doin' Alright,https://www.discogs.com/release/1766138-OBryan-Doin-Alright,B2,1766138,5:54
74,Doin' Alright,,"1766138, 5817618, 712206, 5206542",False,Right From The Start,O'Bryan,Doin' Alright,Capitol Records,1982,Piano [Acoustic],Funk / Soul,Vinyl,France,"2C 068-400071, 2C 068-400.071",False,Right From The Start in Doin' Alright,https://www.discogs.com/release/1766138-OBryan-Doin-Alright,A1,1766138,4:21
75,Doin' Alright,,"1766138, 5817618, 712206, 5206542",False,The Gigolo,O'Bryan,Doin' Alright,Capitol Records,1982,Synthesizer,Funk / Soul,Vinyl,France,"2C 068-400071, 2C 068-400.071",False,The Gigolo in Doin' Alright,https://www.discogs.com/release/1766138-OBryan-Doin-Alright,A3,1766138,4:56
76,Love Has A Mind Of Its Own,,"11211520, 10132737, 15476168, 1498984, 1967659, 11044784, 14880563, 13130451, 3797975, 2322173",False,Stop Look And Listen,Donna Summer,Love Has A Mind Of Its Own,"Polystar, Casablanca",1983,Written-By,"Pop, Funk / Soul",Vinyl,Japan,7S-103,False,Stop Look And Listen in Love Has A Mind Of Its Own,https://www.discogs.com/release/3797975-Donna-Summer-Love-Has-A-Mind-Of-Its-Own,B,3797975,4:08
77,Love Has A Mind Of Its Own,,"11211520, 10132737, 15476168, 1498984, 1967659, 11044784, 14880563, 13130451, 3797975, 2322173",False,"Stop, Look And Listen",Donna Summer,Love Has A Mind Of Its Own,Mercury,1983,Written-By,Electronic,Vinyl,US,814 922-7,False,"Stop, Look And Listen in Love Has A Mind Of Its Own",https://www.discogs.com/release/11044784-Donna-Summer-Love-Has-A-Mind-Of-Its-Own,B,11044784,
78,9 Singles Pack,,"2059152, 9593375, 717679",False,Don't Stop 'Til You Get Enough,Michael Jackson,9 Singles Pack,Epic,1983,Written-By,"Pop, Funk / Soul","Vinyl, All Media",UK,"MJ9-04443, MJ1",False,Don't Stop 'Til You Get Enough in 9 Singles Pack,https://www.discogs.com/release/717679-Michael-Jackson-9-Singles-Pack,1A,717679,3:55
79,In Your Eyes,,"4785537, 1790337, 12615425, 15124613, 4344710, 12020485, 4439178, 15368700, 21122191, 1010960, 12460817, 2271250, 13954454, 6020503, 6805276, 4882079, 16567968, 4932257, 1598370, 4910245, 21706789, 7210406, 11955625, 13261353, 18631339, 3993133, 5856174, 15956270, 3448368, 13667248, 13311920, 16863663, 8781488, 1668918, 5038650, 5023292, 5544125, 16346685, 15078465, 1038533, 9375176, 4763337, 15839563, 13685708, 9310414, 13412558, 13575504, 13851731, 10746324, 5839700, 16819158, 15454422, 19871320, 20524762, 6210268, 8699101, 1672799, 3668192, 4371041, 22913636, 14023399, 16082919, 11978602, 16365291, 12124913, 7978098, 12536434, 4087796, 12715514, 15553019, 5460988, 480125",False,Lady Love Me (One More Time),George Benson,In Your Eyes,Warner Bros. Records,1983,Synthesizer [Additional],"Funk / Soul, Electronic, Jazz",Vinyl,US,"1-23744, 9 23744-1",False,Lady Love Me (One More Time) in In Your Eyes,https://www.discogs.com/release/480125-George-Benson-In-Your-Eyes,A3,480125,3:59
